css-175oi2r href,css-9pa8cd src,css-1jxf684,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-1jxf684 5,css-1jxf684 6,css-1jxf684 7,css-146c3p1 href,css-175oi2r href 4
https://x.com/oOutOfTolerance,https://pbs.twimg.com/profile_images/2002448560978112512/LWfAjz6Y_normal.jpg,Shmarkshblark,@oOutOfTolerance,·,Mar 23,Israel did kill chuck. Israel and our government orchestrated 9/11. Keep ostriching.,7,,,https://x.com/oOutOfTolerance/status/2036035480391713180,https://x.com/oOutOfTolerance/status/2036035480391713180/analytics
https://x.com/X14337895,https://pbs.twimg.com/profile_images/1977598615653629952/KbmWejn4_normal.jpg,Judge Holden,@X14337895,·,Mar 23,"1.) True
2.) Probably True
3.) Wrong
4.) Wrong
5.) Sorta right, but for the wrong reason. It was Israel and he let it happen
6.) True
7.) Maybe/neutral. US alliance network is retarded so it makes it questionable
8.) True",16,,,https://x.com/X14337895/status/2035975922885468280,https://x.com/X14337895/status/2035975922885468280/analytics
https://x.com/TheReal_Ikrani,https://pbs.twimg.com/profile_images/695868244410953729/Q8jL4hwo_normal.jpg,H. M.,@TheReal_Ikrani,·,Mar 23,"Wait, when did criticizing Qatar become a faux pas?",15,,,https://x.com/TheReal_Ikrani/status/2035942044246380668,https://x.com/TheReal_Ikrani/status/2035942044246380668/analytics
https://x.com/PElpru,https://pbs.twimg.com/profile_images/2007671160599646208/iKqpTFNP_normal.jpg,elpruP,@PElpru,·,Mar 23,Sounds like you're going to get called goy a lot by the halal right,13,,,https://x.com/PElpru/status/2035936072648290599,https://x.com/PElpru/status/2035936072648290599/analytics
https://x.com/MattTheW1987,https://pbs.twimg.com/profile_images/1839200530519728128/KKpsUY7S_normal.jpg,"M.C.B. Montgomery,",@MattTheW1987,·,Mar 23,Can we negotiate on the flat earth thing?,11,,,https://x.com/MattTheW1987/status/2035948827924983863,https://x.com/MattTheW1987/status/2035948827924983863/analytics
https://x.com/Karontaxa,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Karon,@Karontaxa,·,Mar 23,"Who Are you to decide that Iran shouldnt have nukes ? You have nukes, so why cant they ?",305,8,,https://x.com/Karontaxa/status/2035827442015698996,https://x.com/Karontaxa/status/2035827442015698996/analytics
https://x.com/bussin233233,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,The Fourth Reich,@bussin233233,·,Mar 23,"I say you're a grown ass man whos unable to speak the truth. Either out of fear, or financial gain. Israel and the Trump admin killed Charlie because he would have been an outspoken dissident of the Iran war.",49,1,,https://x.com/bussin233233/status/2036047418177786314,https://x.com/bussin233233/status/2036047418177786314/analytics
https://x.com/posh_420,https://pbs.twimg.com/profile_images/2030691342079471616/bMkcZBok_normal.jpg,Jimmy Montairo,@posh_420,·,Mar 23,I'm like 90% of the way there with you pal. I could make some arguments over ww2 and the holocaust but those are in the past and not necessarily import matters.,37,,,https://x.com/posh_420/status/2035882848331116587,https://x.com/posh_420/status/2035882848331116587/analytics
https://x.com/JoeKingTheGuy,https://pbs.twimg.com/profile_images/1637373051875602432/z4b6f9zn_normal.jpg,JoekingTheGuy,@JoeKingTheGuy,·,Mar 23,Schizos are gonna explode.,7,,,https://x.com/JoeKingTheGuy/status/2035928585202995402,https://x.com/JoeKingTheGuy/status/2035928585202995402/analytics
https://x.com/Objectivei32678,https://pbs.twimg.com/profile_images/1814456053813157888/6y18Kb0P_normal.jpg,Objective interlocutor,@Objectivei32678,·,Mar 23,Hallelujah! Common sense!,6,,,https://x.com/Objectivei32678/status/2036101428813447631,https://x.com/Objectivei32678/status/2036101428813447631/analytics
https://x.com/wingnutx,https://pbs.twimg.com/profile_images/1486433949266055168/GjqMfwcV_normal.jpg,Britt Wingnutx,@wingnutx,·,Mar 23,You're shilling for the big globe industry.,66,,,https://x.com/wingnutx/status/2035826791475003832,https://x.com/wingnutx/status/2035826791475003832/analytics
https://x.com/Lethyl6,https://pbs.twimg.com/profile_images/1826126969085300736/GvR_D-8U_normal.jpg,Lethyl,@Lethyl6,·,Mar 23,"The islamic regime of iran must be eradicated and the people freed from that theocracy.

That is absolutely non-negotiable",17,,,https://x.com/Lethyl6/status/2035968674423607476,https://x.com/Lethyl6/status/2035968674423607476/analytics
https://x.com/The_WholeArmour,https://pbs.twimg.com/profile_images/1966575365326802947/9zLgP6g2_normal.jpg,Man_In_The_Arena,@The_WholeArmour,·,Mar 23,"So in other words, sane Trump voters.",30,,,https://x.com/The_WholeArmour/status/2035940399403978978,https://x.com/The_WholeArmour/status/2035940399403978978/analytics
https://x.com/Szai54,https://pbs.twimg.com/profile_images/2036194941953777665/uqQrPjr__normal.jpg,Szai,@Szai54,·,Mar 23,You have to support some actual truth to make your other lies at least the little believable,3,,,https://x.com/Szai54/status/2036006533188698251,https://x.com/Szai54/status/2036006533188698251/analytics
https://x.com/BasedSchismatic,https://pbs.twimg.com/profile_images/1976689830965694464/9BRzDJd5_normal.jpg,Lefebvre Enjoyer,@BasedSchismatic,·,Mar 23,But Bush did know about 9/11 though,4,,,https://x.com/BasedSchismatic/status/2036059306034897366,https://x.com/BasedSchismatic/status/2036059306034897366/analytics
https://x.com/lords_supper,https://pbs.twimg.com/profile_images/1982600370669961216/q6DsNBA5_normal.jpg,Rose Garden ✞,@lords_supper,·,Mar 23,Charlie Kirk was assassinated by intelligence agencies. There were probably maybe more than one involved. The holocaust kind of happened. and Bush didn’t do 911 but his bosses did.,38,,,https://x.com/lords_supper/status/2035847156834418700,https://x.com/lords_supper/status/2035847156834418700/analytics
https://x.com/Eschatos00,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Eschatos,@Eschatos00,·,Mar 23,america first. i already DO criticize everyone and everything as i wish. more Americans need to do the same.,27,,,https://x.com/Eschatos00/status/2035865915099619663,https://x.com/Eschatos00/status/2035865915099619663/analytics
https://x.com/XiLing34758227,https://pbs.twimg.com/profile_images/1497415268779261955/UefQRlxq_normal.jpg,"What Kerch bridge doin?China,takeback E.Manchuria!",@XiLing34758227,·,Mar 23,"Correct

But, earth is technically a round pizza.",13,,,https://x.com/XiLing34758227/status/2035949905248911563,https://x.com/XiLing34758227/status/2035949905248911563/analytics
https://x.com/Ad0lf_Jitler,https://pbs.twimg.com/profile_images/1983735155782008832/J_L5qK6Y_normal.jpg,AntiZionist,@Ad0lf_Jitler,·,Mar 23,Be careful being Qatar critical they’ll ruin your  life and brand you anti Islamist oh wait wrong group.,15,,,https://x.com/Ad0lf_Jitler/status/2035960164017230029,https://x.com/Ad0lf_Jitler/status/2035960164017230029/analytics
https://x.com/MajorHamilton75,https://pbs.twimg.com/profile_images/1407045227811164160/wySSczFC_normal.jpg,Alexander Hamilton,@MajorHamilton75,·,Mar 23,Think you don’t really understand the America first movement. Or maybe you are sadly mistaken about your fellow members.,7,,,https://x.com/MajorHamilton75/status/2035869853316424167,https://x.com/MajorHamilton75/status/2035869853316424167/analytics
https://x.com/OneUnclaimed,https://pbs.twimg.com/profile_images/1819197439783448576/bfTai_PT_normal.jpg,TheUnclaimedOne,@OneUnclaimed,·,Mar 23,"Hear me out

America First

Israel, Qatar, Saudi Arabia, Russia, China, EU, and all the rest can screw off 

End the FED, I want my Dollar back",28,,,https://x.com/OneUnclaimed/status/2035950867531153916,https://x.com/OneUnclaimed/status/2035950867531153916/analytics
https://x.com/DukePrettiGood,https://pbs.twimg.com/profile_images/2017635255448936448/dYmEi178_normal.jpg,Duke Pretti Good,@DukePrettiGood,·,Mar 23,Why were they supposed death camps found ONLY by the soviets? Known propagandists.,2,,,https://x.com/DukePrettiGood/status/2035929896048812032,https://x.com/DukePrettiGood/status/2035929896048812032/analytics
https://x.com/FritzBusch58,https://pbs.twimg.com/profile_images/1612596334644666374/7p8sbH-J_normal.jpg,Fritz Busch,@FritzBusch58,·,Mar 23,"Mathematically, impossible for you to have gotten all of those wrong but yet somehow you managed!!  congratulations! You’re indoctrinated!!",,,,https://x.com/FritzBusch58/status/2036061554420936879,https://x.com/FritzBusch58/status/2036061554420936879/analytics
https://x.com/RTD8690,https://pbs.twimg.com/profile_images/1605740659482267648/UnNyJduf_normal.jpg,Savoy06,@RTD8690,·,Mar 23,1953 also happened. Yet you neocons act as if it didn’t.,2,,,https://x.com/RTD8690/status/2036064167627534556,https://x.com/RTD8690/status/2036064167627534556/analytics
https://x.com/999gazmain,https://pbs.twimg.com/profile_images/1749804451190521856/potfiM6C_normal.png,Gazmain,@999gazmain,·,Mar 23,Can we put an asterisk beside Stalin?,3,,,https://x.com/999gazmain/status/2036079561314554107,https://x.com/999gazmain/status/2036079561314554107/analytics
https://x.com/Phaed,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Phaed,@Phaed,·,Mar 23,Also the universe is not 6000 years old and chemtrails are bs.,59,,,https://x.com/Phaed/status/2035789463155089859,https://x.com/Phaed/status/2035789463155089859/analytics
https://x.com/Lone_Tiger1,https://pbs.twimg.com/profile_images/1970872583236063232/cTPTq1rm_normal.jpg,Henry,@Lone_Tiger1,·,Mar 23,I say everything you said after the “But” is,1,,,https://x.com/Lone_Tiger1/status/2035992535638688060,https://x.com/Lone_Tiger1/status/2035992535638688060/analytics
https://x.com/thor988835,https://pbs.twimg.com/profile_images/1965854756674347008/LczWToqq_normal.jpg,Tim Dalton,@thor988835,·,Mar 23,The earth is flat dude.  Come on.,6,,,https://x.com/thor988835/status/2036107268941316211,https://x.com/thor988835/status/2036107268941316211/analytics
https://x.com/BronsteinCary,https://pbs.twimg.com/profile_images/1089804346185854981/o5kBv7Ig_normal.jpg,CaryRobinBronstein,@BronsteinCary,·,Mar 23,I accept your terms.,13,,,https://x.com/BronsteinCary/status/2035959620024578157,https://x.com/BronsteinCary/status/2035959620024578157/analytics
https://x.com/GrokFactCheckr,https://pbs.twimg.com/profile_images/1721144672519684096/BHUwmnMh_normal.jpg,UgO2,@GrokFactCheckr,·,Mar 23,And isreal committed genocide in gaza. And criticism of isreal isnt antisemitic,10,,,https://x.com/GrokFactCheckr/status/2035979404048818255,https://x.com/GrokFactCheckr/status/2035979404048818255/analytics
https://x.com/jennybea_101,https://pbs.twimg.com/profile_images/1877117033256460289/PQV8R8GX_normal.jpg,Jenny Bea,@jennybea_101,·,Mar 24,"Also:

Dudes cannot ever be women. Capitalism is good. Collectivists are terrible people. Islam is cancer. Feminism is also. There’s no such thing as global warming, the pandemic was a scam, Jew hatred is super intellectually lazy. Javid shah.",10,,,https://x.com/jennybea_101/status/2036227960382861435,https://x.com/jennybea_101/status/2036227960382861435/analytics
https://x.com/JohnBLoved77,https://pbs.twimg.com/profile_images/2003099246631727104/g6b1VShl_normal.jpg,John Barnas,@JohnBLoved77,·,Mar 24,I say you make so much plain sense.,1,,,https://x.com/JohnBLoved77/status/2036200874184155617,https://x.com/JohnBLoved77/status/2036200874184155617/analytics
https://x.com/IngrahamMa32664,https://pbs.twimg.com/profile_images/1851427395984662528/KEDxQbXj_normal.jpg,BurninMan,@IngrahamMa32664,·,Mar 23,You had me going until you got to that flat Earth thingy. Now I can see you're one of those Globe Earth Conspiracy nuts.,4,,,https://x.com/IngrahamMa32664/status/2035937973296828506,https://x.com/IngrahamMa32664/status/2035937973296828506/analytics
https://x.com/normies69_nice,https://pbs.twimg.com/profile_images/2018948284190998528/BItWzZo6_normal.png,SA,@normies69_nice,·,Mar 23,"America first, and...

anyone who is loyal to Israel should f*ck off to Israel",2,,,https://x.com/normies69_nice/status/2036110403386966262,https://x.com/normies69_nice/status/2036110403386966262/analytics
https://x.com/RashelleJu3381,https://pbs.twimg.com/profile_images/1840122539508404224/90aC76g6_normal.jpg,JustRashelle,@RashelleJu3381,·,Mar 24,"Bush was not innocent, but other than that, I agree.",4,,,https://x.com/RashelleJu3381/status/2036111248366936190,https://x.com/RashelleJu3381/status/2036111248366936190/analytics
https://x.com/ColdStandard88,https://pbs.twimg.com/profile_images/2005826439531134976/Y-1F3RbO_normal.jpg,Zilla,@ColdStandard88,·,Mar 24,I say no. The GOP needs to burn. America first and America only. Neo cons need to be routed and removed from power politically.,3,,,https://x.com/ColdStandard88/status/2036125137511059722,https://x.com/ColdStandard88/status/2036125137511059722/analytics
https://x.com/Low_IQ_Goy,https://pbs.twimg.com/profile_images/2017732854541594625/JPYDY2pR_normal.jpg,Low-IQ-Goy,@Low_IQ_Goy,·,Mar 23,"You are MAGA, stop trying to co-opt the America First movement, we don't want your trash involved.",8,,,https://x.com/Low_IQ_Goy/status/2035875348605210647,https://x.com/Low_IQ_Goy/status/2035875348605210647/analytics
https://x.com/CoronaReloaded,https://pbs.twimg.com/profile_images/1961743977553530880/q8MgN_r5_normal.jpg,CoronaReloaded,@CoronaReloaded,·,Mar 23,I say you have common sense that is lacking in today's world,3,,,https://x.com/CoronaReloaded/status/2036079469463736539,https://x.com/CoronaReloaded/status/2036079469463736539/analytics
https://x.com/ethicalaxolotl,https://pbs.twimg.com/profile_images/2032512756407037952/sBwnWSSX_normal.jpg,Matt,@ethicalaxolotl,·,Mar 23,How do you Zionist bots get more retarded everyday?,3,,,https://x.com/ethicalaxolotl/status/2035897565405659596,https://x.com/ethicalaxolotl/status/2035897565405659596/analytics
https://x.com/hascoville,https://pbs.twimg.com/profile_images/1603943043274506242/RtH8aYFn_normal.jpg,h.a. scoville,@hascoville,·,Mar 23,I’d say that you’re a good little propaganda consumer and sycophant.,5,,,https://x.com/hascoville/status/2036029653060599841,https://x.com/hascoville/status/2036029653060599841/analytics
https://x.com/j_bechtel,https://pbs.twimg.com/profile_images/1900733964/me_normal.jpg,John Bechtel,@j_bechtel,·,Mar 23,You are going to paralyze the Social Media Experts with this.,3,,,https://x.com/j_bechtel/status/2036107538265993388,https://x.com/j_bechtel/status/2036107538265993388/analytics
https://x.com/richsra,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Richard S.,@richsra,·,Mar 23,Expect Al Jazeera and Tucker Carlson to post shit about you after your Qatar comment,18,,,https://x.com/richsra/status/2036075886219297008,https://x.com/richsra/status/2036075886219297008/analytics
https://x.com/SandyTH85991031,https://pbs.twimg.com/profile_images/1606070698799116289/EjHonqqV_normal.png,Sandy THOMAS,@SandyTH85991031,·,Mar 24,"Bush didn't 'do' but he allowed it. So did his VPN, SoD, and dad. America First but . . .",3,,,https://x.com/SandyTH85991031/status/2036131525763407995,https://x.com/SandyTH85991031/status/2036131525763407995/analytics
https://x.com/AndlBequet,https://pbs.twimg.com/profile_images/1987507692928163840/1HDPaSCw_normal.jpg,TheQuis™,@AndlBequet,·,Mar 23,Birds are real,3,,,https://x.com/AndlBequet/status/2036051458248847691,https://x.com/AndlBequet/status/2036051458248847691/analytics
https://x.com/Jusuns7,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Andreas Jansson,@Jusuns7,·,Mar 24,"If Iran shouldn't have nuclear weapons, neither should anyone else. Unfortunately, the fact that nukes exist have made it so that the only way of being an independent country is by having nukes. And who the hell believes BUSH did 9/11???? He's just a puppet just like the others",10,,,https://x.com/Jusuns7/status/2036368431197389227,https://x.com/Jusuns7/status/2036368431197389227/analytics
https://x.com/ZenSpecktur,https://pbs.twimg.com/profile_images/1999799845582708739/BUezFG-1_normal.jpg,ZenSpecktur,@ZenSpecktur,·,Mar 23,"Nah, lol. 

Pretty clear what you're trying to do here. 

Slip some very critical propaganda into some very standard ass things. 

Fuck off, you're not American.",3,,,https://x.com/ZenSpecktur/status/2036016007886635420,https://x.com/ZenSpecktur/status/2036016007886635420/analytics
https://x.com/mOrbid4ng3l,https://pbs.twimg.com/profile_images/3246403124/3f17fb86374b07754d821235dc24f1f7_normal.jpeg,DemonCawk,@mOrbid4ng3l,·,Mar 23,"Also big booty latinas don't get deported.

Unless they fugly then deport.

Lets put Marco in charge of Cuba and we can rap this one up.",27,,,https://x.com/mOrbid4ng3l/status/2035882914315997485,https://x.com/mOrbid4ng3l/status/2035882914315997485/analytics
https://x.com/sidonay20,https://pbs.twimg.com/profile_images/1874307464662818816/TjHUm3Tl_normal.jpg,sidonay20,@sidonay20,·,Mar 23,"Na.  How about we think for ourselves and debate differences of opinion instead of attempting some big-tent, gatekeeping retard caucus that repeats lines fed to us.",3,,,https://x.com/sidonay20/status/2036085766187884636,https://x.com/sidonay20/status/2036085766187884636/analytics
https://x.com/thepizzaguy1217,https://pbs.twimg.com/profile_images/851980106566447104/oWPQUwv6_normal.jpg,jonathan collins,@thepizzaguy1217,·,Mar 24,"Israel shouldn’t have nukes as well, and war criminals and sex offenders should be held accountable.",17,,,https://x.com/thepizzaguy1217/status/2036117739044061455,https://x.com/thepizzaguy1217/status/2036117739044061455/analytics
https://x.com/Hanleyresale,https://pbs.twimg.com/profile_images/1578233694946467840/DAAnbIuH_normal.jpg,katya,@Hanleyresale,·,Mar 23,Are we allowed to criticize Israel? Or just Qatar? Such fucking hypocrites.,20,1,,https://x.com/Hanleyresale/status/2036094823338283334,https://x.com/Hanleyresale/status/2036094823338283334/analytics
https://x.com/mOrbid4ng3l,https://pbs.twimg.com/profile_images/3246403124/3f17fb86374b07754d821235dc24f1f7_normal.jpeg,DemonCawk,@mOrbid4ng3l,·,Mar 23,"Also big booty latinas don't get deported.

Unless they fugly then deport.

Lets put Marco in charge of Cuba and we can rap this one up.",27,,,https://x.com/mOrbid4ng3l/status/2035882914315997485,https://x.com/mOrbid4ng3l/status/2035882914315997485/analytics
https://x.com/Whitey_DeBlanco,https://pbs.twimg.com/profile_images/1994390812348514304/HwwbhT4J_normal.jpg,WhiteyDeBlanco,@Whitey_DeBlanco,·,Mar 23,"We gen X know this, it's the zoomer-tards that are trying to rewrite history.",2,,,https://x.com/Whitey_DeBlanco/status/2035982858129437069,https://x.com/Whitey_DeBlanco/status/2035982858129437069/analytics
https://x.com/AustiniusHumili,https://pbs.twimg.com/profile_images/1841584361528762368/IqwVhGLt_normal.jpg,Raccoon Hunter Extraordinaire,@AustiniusHumili,·,Mar 23,Go die for Israel over in the Middle East man. Nobody’s stopping you but don’t wear an American flag when you do it. Wear your Israeli flag and shut the fuck up trying to co-opt America First.,5,,,https://x.com/AustiniusHumili/status/2035902670788075721,https://x.com/AustiniusHumili/status/2035902670788075721/analytics
https://x.com/n_fuentes_clips,https://pbs.twimg.com/profile_images/2017313714626596864/yWOLKUPp_normal.jpg,Fent Fighter,@n_fuentes_clips,·,Mar 23,Yes but the Holocaust actually didnt happen bro,1,,,https://x.com/n_fuentes_clips/status/2036057294421557684,https://x.com/n_fuentes_clips/status/2036057294421557684/analytics
https://x.com/Apok____,https://pbs.twimg.com/profile_images/1848496016971923456/x4EQB4aD_normal.jpg,Apok____,@Apok____,·,Mar 23,But then who would the Dems gaslight?,1,,,https://x.com/Apok____/status/2036059359482876133,https://x.com/Apok____/status/2036059359482876133/analytics
https://x.com/DanielleA34203,https://pbs.twimg.com/profile_images/1666628464298938369/wYsyDfoh_normal.jpg,The Southern Belle Patriot,@DanielleA34203,·,Mar 23,I'm on board!,44,,,https://x.com/DanielleA34203/status/2035923806183739663,https://x.com/DanielleA34203/status/2035923806183739663/analytics
https://x.com/Fair_and_Biased,https://pbs.twimg.com/profile_images/1906260446996262912/b4SKNYJ3_normal.jpg,Jackie Chea,@Fair_and_Biased,·,Mar 23,That about sums it up.,148,15,,https://x.com/Fair_and_Biased/status/2035862680775315587,https://x.com/Fair_and_Biased/status/2035862680775315587/analytics
https://x.com/DonnePetro,https://pbs.twimg.com/profile_images/1702352104688439297/6-erY3cU_normal.jpg,Donne Clement Petruska,@DonnePetro,·,Mar 23,Amen,138,3,,https://x.com/DonnePetro/status/2035864036718330278,https://x.com/DonnePetro/status/2035864036718330278/analytics
https://x.com/SonofLiberty357,https://pbs.twimg.com/profile_images/1968470204922335235/zO7ibWFy_normal.jpg,SonofLiberty357,@SonofLiberty357,·,Mar 23,Solid,52,2,,https://x.com/SonofLiberty357/status/2035848224896856459,https://x.com/SonofLiberty357/status/2035848224896856459/analytics
https://x.com/PensivePoet97,https://pbs.twimg.com/profile_images/1964420954295324673/Rc0QoYEZ_normal.jpg,Jordan M. Thomas,@PensivePoet97,·,Mar 23,Sounds good to me,48,1,,https://x.com/PensivePoet97/status/2035792596183011512,https://x.com/PensivePoet97/status/2035792596183011512/analytics
https://x.com/keepfischin,https://pbs.twimg.com/profile_images/1736122828829724672/IrM0CBuR_normal.png,keepfischin,@keepfischin,·,Mar 23,Fuckin based takes,9,1,,https://x.com/keepfischin/status/2035869554522358236,https://x.com/keepfischin/status/2035869554522358236/analytics
https://x.com/mbpHuddle,https://pbs.twimg.com/profile_images/496757145858093057/XsgnLl8H_normal.jpeg,Mark Passwaters,@mbpHuddle,·,Mar 23,You’re right.,58,,,https://x.com/mbpHuddle/status/2035922927154057303,https://x.com/mbpHuddle/status/2035922927154057303/analytics
https://x.com/AthenandherDad,https://pbs.twimg.com/profile_images/2032049452471427072/_tapjMYi_normal.jpg,Jay and Athena,@AthenandherDad,·,Mar 23,Fuuuuuck no,6,2,,https://x.com/AthenandherDad/status/2036023162471620820,https://x.com/AthenandherDad/status/2036023162471620820/analytics
https://x.com/WalshD4sees,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Dan Walsh,@WalshD4sees,·,Mar 23,"You are in love with the basic narrative, good for you",53,2,,https://x.com/WalshD4sees/status/2035776392193818807,https://x.com/WalshD4sees/status/2035776392193818807/analytics
https://x.com/DaSum78,https://pbs.twimg.com/profile_images/2039063799932792832/iHw0G-a3_normal.jpg,Your Mama,@DaSum78,·,Mar 23,We say you are a pedophile,16,1,,https://x.com/DaSum78/status/2035808367323562429,https://x.com/DaSum78/status/2035808367323562429/analytics
https://x.com/MeganM16279000,https://pbs.twimg.com/profile_images/2003901742602133504/wkaf5CrH_normal.jpg,Megsisconservative,@MeganM16279000,·,Mar 24,So glad I follow you!!!,5,1,1,https://x.com/MeganM16279000/status/2036155855805043110,https://x.com/MeganM16279000/status/2036155855805043110/analytics
https://x.com/EleRhinoMarch,https://pbs.twimg.com/profile_images/871033412395692032/u87HIWJc_normal.jpg,March4ElesAndRhinos,@EleRhinoMarch,·,Mar 23,Yes.,64,1,,https://x.com/EleRhinoMarch/status/2035775246750388609,https://x.com/EleRhinoMarch/status/2035775246750388609/analytics
https://x.com/gomez955547,https://pbs.twimg.com/profile_images/1731489937587908608/RlhLapsE_normal.png,Juan Gomez,@gomez955547,·,Mar 23,I say you'd be happier in israel.,9,1,,https://x.com/gomez955547/status/2036023355388629217,https://x.com/gomez955547/status/2036023355388629217/analytics
https://x.com/isitluck,https://pbs.twimg.com/profile_images/1394118084273709056/RXIcpQCx_normal.jpg,What am I doing here,@isitluck,·,Mar 23,"There were no ""good guys""",43,1,,https://x.com/isitluck/status/2035782162201391281,https://x.com/isitluck/status/2035782162201391281/analytics
https://x.com/RabidKDawg,https://pbs.twimg.com/profile_images/1799606703799111680/gV9eyDKu_normal.jpg,rabidrotty69@yahoo.com,@RabidKDawg,·,Mar 23,Amen,8,1,,https://x.com/RabidKDawg/status/2035888659493425303,https://x.com/RabidKDawg/status/2035888659493425303/analytics
https://x.com/GrowingOutrage,https://pbs.twimg.com/profile_images/1676380430331682816/7DXKEfzz_normal.jpg,TheGrowingOutrage,@GrowingOutrage,·,Mar 23,That’s a follow.,10,1,,https://x.com/GrowingOutrage/status/2035840103562555636,https://x.com/GrowingOutrage/status/2035840103562555636/analytics
https://x.com/JanC68806456,https://pbs.twimg.com/profile_images/1236827277033271296/mLBOeMD-_normal.jpg,JanC,@JanC68806456,·,Mar 23,Spot on!! And thank you!!!,5,1,,https://x.com/JanC68806456/status/2035892939382309089,https://x.com/JanC68806456/status/2035892939382309089/analytics
https://x.com/ZemerSat,https://pbs.twimg.com/profile_images/1785066693619826688/-a4sDEw2_normal.jpg,Zemer Sat,@ZemerSat,·,Mar 23,Yeah,12,1,,https://x.com/ZemerSat/status/2035847265957359830,https://x.com/ZemerSat/status/2035847265957359830/analytics
https://x.com/skuelmo613,https://pbs.twimg.com/profile_images/1891575596863340545/Kh80HPEJ_normal.jpg,Laughing Crab,@skuelmo613,·,Mar 23,,16,1,,https://x.com/skuelmo613/status/2035819252146397586,https://x.com/skuelmo613/status/2035819252146397586/analytics
https://x.com/BoomerWildcat,https://pbs.twimg.com/profile_images/1966183646441721857/TTn8lvyU_normal.jpg,Boomer,@BoomerWildcat,·,Mar 23,All rational people agree with you.,5,1,,https://x.com/BoomerWildcat/status/2035898977300648054,https://x.com/BoomerWildcat/status/2035898977300648054/analytics
https://x.com/America0nlyMike,https://pbs.twimg.com/profile_images/2016944373141741568/vYcXtqo2_normal.jpg,Mike,@America0nlyMike,·,Mar 24,No thanks.,2,,,https://x.com/America0nlyMike/status/2036123289873940921,https://x.com/America0nlyMike/status/2036123289873940921/analytics
https://x.com/anticomm226674,https://pbs.twimg.com/profile_images/1980994674203471872/GilOOJa9_normal.jpg,anti-comm,@anticomm226674,·,Mar 23,Your fantasy,1,,,https://x.com/anticomm226674/status/2035928322203328544,https://x.com/anticomm226674/status/2035928322203328544/analytics
https://x.com/toothlesspotato,https://pbs.twimg.com/profile_images/1870625088908791808/j4Kei8WJ_normal.jpg,Täter Tÿme,@toothlesspotato,·,Mar 23,You need to stop posting on the internet.,1,,,https://x.com/toothlesspotato/status/2036110144845578360,https://x.com/toothlesspotato/status/2036110144845578360/analytics
https://x.com/JasonMi86022336,https://pbs.twimg.com/profile_images/2024458281935089664/77nsLpUc_normal.jpg,Awakonidas,@JasonMi86022336,·,Mar 23,You could have just said i believe everything im told,1,,,https://x.com/JasonMi86022336/status/2036045219464900710,https://x.com/JasonMi86022336/status/2036045219464900710/analytics
https://x.com/EhmanBrian13,https://pbs.twimg.com/profile_images/2001319966532837376/YIFs-pOm_normal.jpg,Brian Ehman,@EhmanBrian13,·,Mar 23,,10,,,https://x.com/EhmanBrian13/status/2035907915379343861,https://x.com/EhmanBrian13/status/2035907915379343861/analytics
https://x.com/laflamablanca78,https://pbs.twimg.com/profile_images/2032838901857927168/BC--l4p8_normal.jpg,Amen Steinberg,@laflamablanca78,·,Mar 23,We are all just talking to ourselves now it seems. All for content. All for clicks. The real question is to play or not to play the game.,5,,,https://x.com/laflamablanca78/status/2035932857869160889,https://x.com/laflamablanca78/status/2035932857869160889/analytics
https://x.com/RealMarkusDan,https://pbs.twimg.com/profile_images/1971132297966649345/Swv-z_q__normal.jpg,Markus Dan,@RealMarkusDan,·,Mar 23,"The first and last might be correct.

The rest although...",1,,,https://x.com/RealMarkusDan/status/2036091546773422565,https://x.com/RealMarkusDan/status/2036091546773422565/analytics
https://x.com/freeholdpod,https://pbs.twimg.com/profile_images/1941702323333455872/zAAi5MyF_normal.jpg,Garrett Wayne,@freeholdpod,·,Mar 23,Weakness,6,,,https://x.com/freeholdpod/status/2035878186417086895,https://x.com/freeholdpod/status/2035878186417086895/analytics
https://x.com/RealDailyToday,,DailyTodayDaily,@RealDailyToday,·,Mar 23,Hey. I like this guy.,2,,,https://x.com/RealDailyToday/status/2036009538378404236,https://x.com/RealDailyToday/status/2036009538378404236/analytics
https://x.com/P1Preston,,p1,@P1Preston,·,Mar 23,Look at this Israel first hasbarist at work,13,,,https://x.com/P1Preston/status/2035852402851463379,https://x.com/P1Preston/status/2035852402851463379/analytics
https://x.com/EhmanBrian13,https://pbs.twimg.com/profile_images/2001319966532837376/YIFs-pOm_normal.jpg,Brian Ehman,@EhmanBrian13,·,Mar 23,,10,,,https://x.com/EhmanBrian13/status/2035907915379343861,https://x.com/EhmanBrian13/status/2035907915379343861/analytics
